policy_id,customer_id,policy_type_code,region_id,current_agent_id,nominee_name,sum_assured,premium_amount,policy_start_date,date_of_purchase,purchase_quarter,purchase_year,purchase_month,policy_end_date,date_of_maturity,status,last_paid_date,premium_payment_term,policy_term,loan_eligible,lock_in_period_months,claim_reason,underwriting_expenses,surrender_amount,total_premium_paid,payment_gap_months,amount_withdrawn,maturity_amount,total_premium_payable,fraud_risk_flag
POL0003335,CUST000100,PP01,RGN005,AGT0134,Siddharth Shetty,564606,21528,2024-01-27,2024-01-22,Q1,2024,1,2040-01-27,2040-01-27,Active,2025-06-20,10,16,N,0,,2111,0,30498.0,0,0,0,215280,N
POL0003336,CUST009922,PP09,RGN017,AGT0060,Kunal Patel,2692951,105324,2022-10-15,2022-10-13,Q4,2022,10,2031-10-15,2031-10-15,Active,2025-06-01,7,9,N,60,,16999,0,280864.0,0,0,0,737268,N
POL0003337,CUST006165,PP03,RGN022,AGT0290,Sandeep Subramanian,460139,58264,2013-03-29,2013-03-23,Q1,2013,3,2023-03-29,2023-03-29,Matured,2021-02-15,8,10,N,60,,5405,0,466112.0,0,0,724103,466112,N
POL0003338,CUST001501,PP01,RGN049,AGT0229,Uday Gupta,2501737,103642,2016-12-01,2016-11-26,Q4,2016,12,2036-12-01,2036-12-01,Active,2025-04-18,9,20,Y,0,,13419,0,880957.0,0,0,0,932778,N
POL0003339,CUST007675,PP09,RGN020,AGT0044,Ramesh Rajan,241202,57823,2020-11-23,2020-11-23,Q4,2020,11,2028-11-23,2028-11-23,Active,2025-05-31,6,8,N,60,,8655,0,265022.08,0,0,0,346938,N
POL0003340,CUST007205,PP07,RGN006,AGT0039,Priya Malhotra,599076,19688,2019-10-07,2019-09-30,Q4,2019,10,2039-10-07,2039-10-07,Active,2025-05-08,11,20,Y,0,,3218,0,111565.33,0,0,0,216568,N
POL0003341,CUST009706,PP07,RGN015,AGT0093,Sneha Desai,1833435,105504,2021-01-31,2021-01-31,Q1,2021,1,2061-01-31,2061-01-31,Active,2025-06-09,24,40,Y,0,,15186,0,465976.0,0,0,0,2532096,N
POL0003342,CUST004293,PP07,RGN039,AGT0001,Akash Mishra,1345828,100237,2013-09-23,2013-09-21,Q3,2013,9,2037-09-23,2037-09-23,Active,2025-04-23,18,24,Y,0,,14175,0,1177784.75,0,0,0,1804266,N
POL0003343,CUST000359,PP03,RGN017,AGT0024,Ravi Chakraborty,295108,62006,2020-02-24,2020-02-18,Q1,2020,2,2038-02-24,2038-02-24,Active,2025-01-28,5,18,N,60,,8336,0,310030.0,0,0,0,310030,N
POL0003344,CUST002000,PP07,RGN043,AGT0264,Vinod Dubey,1323827,98027,2016-01-27,2016-01-26,Q1,2016,1,2040-01-27,2040-01-27,Active,2025-05-09,15,24,Y,0,,11441,0,923087.58,0,0,0,1470405,N
POL0003345,CUST004420,PP04,,AGT0016,Zara Shetty,485429,50918,2011-08-27,2011-08-24,Q3,2011,8,2016-08-27,2016-08-27,Matured,2016-07-31,5,5,N,60,,7570,0,254590.0,0,0,572738,254590,N
POL0003346,CUST009660,PP07,RGN026,AGT0030,Aditya Chaudhary,785986,50404,2018-11-13,2018-11-10,Q4,2018,11,2057-11-13,2057-11-13,Active,2025-03-11,14,39,Y,0,,9016,0,323425.67,2,0,0,705656,N
POL0003347,CUST006976,PP03,RGN037,AGT0299,Rajesh Shetty,4648401,99685,2024-01-15,2024-01-13,Q1,2024,1,2044-01-15,2044-01-15,Active,2025-06-08,8,20,N,60,,9892,0,141220.42,0,0,0,797480,N
POL0003348,CUST006534,PP10,RGN011,AGT0104,Sarika Kapoor,568160,49904,2012-04-21,2012-04-14,Q2,2012,4,2034-04-21,2034-04-21,Active,2025-04-13,21,22,Y,0,,8004,0,657069.33,0,0,0,1047984,N
POL0003349,CUST007556,PP02,RGN049,AGT0018,Sunita Pandey,309043,100705,2023-02-06,2023-02-01,Q1,2023,2,2042-02-06,2042-02-06,Active,2025-05-26,8,19,N,0,,17840,0,234978.33,0,0,0,805640,N
POL0003350,CUST003453,PP05,RGN012,AGT0264,Kavya Sharma,1865949,88403,2019-05-11,2019-05-08,Q2,2019,5,2025-05-11,2025-05-11,Matured,2024-03-15,5,6,N,60,,7158,0,434648.08,1,0,902421,442015,N
POL0003351,CUST004480,PP02,RGN016,AGT0254,Vikram Kapoor,2388153,88442,2022-06-18,2022-06-11,Q2,2022,6,2040-06-18,2040-06-18,Active,2025-06-02,13,18,N,0,,10547,0,265326.0,0,0,0,1149746,N
POL0003352,CUST008698,PP05,RGN013,AGT0298,Manoj Patel,667302,48897,2019-08-25,2019-08-20,Q3,2019,8,2024-08-25,2024-08-25,Matured,2024-07-29,5,5,N,60,,8010,0,244485.0,0,0,672913,244485,N
POL0003353,CUST003195,PP09,RGN035,AGT0216,Ananya Iyer,4317455,53286,2015-11-16,2015-11-11,Q4,2015,11,2020-11-16,2020-11-16,Matured,2020-10-20,5,5,N,60,,6086,0,266430.0,0,0,467849,266430,N
POL0003354,CUST002084,PP04,RGN036,AGT0182,Kavya Menon,2407737,97144,2022-03-17,2022-03-16,Q1,2022,3,2032-03-17,2032-03-17,Active,2025-05-30,5,10,N,60,,18670,0,315718.0,0,0,0,485720,N
POL0003355,CUST003335,PP10,RGN025,AGT0074,Lakshmi Saxena,637502,48320,2010-03-06,2010-03-01,Q1,2010,3,2024-03-06,2024-03-06,Matured,2015-02-08,5,14,Y,0,,9514,0,241600.0,0,0,510338,241600,N
POL0003356,CUST006791,PP04,RGN014,AGT0092,Priya Malhotra,682690,54132,2019-03-02,2019-02-26,Q1,2019,3,2034-03-02,2034-03-02,Lapsed,2024-10-01,6,15,N,60,,9350,0,306748.0,4,0,0,324792,N
POL0003357,CUST002133,PP01,RGN019,AGT0291,Anil Menon,594925,20093,2016-08-17,2016-08-14,Q3,2016,8,2036-08-17,2036-08-17,Active,2025-05-02,12,20,Y,0,,2567,0,177488.17,0,0,0,241116,N
POL0003358,CUST003878,PP03,RGN034,AGT0278,Aryan Chaudhary,4435064,61661,2014-01-23,2014-01-22,Q1,2014,1,2028-01-23,2028-01-23,Active,2019-12-23,6,14,N,60,,11802,0,369966.0,0,0,0,369966,N
POL0003359,CUST000972,PP03,RGN042,AGT0002,Rohit Singh,1435537,48233,2019-04-22,2019-04-16,Q2,2019,4,2033-04-22,2033-04-22,Active,2025-03-21,6,14,N,60,,7354,0,289398.0,0,0,0,289398,N
POL0003360,CUST009890,PP02,RGN009,AGT0045,Vinod Chaudhary,248273,111884,2023-05-14,2023-05-08,Q2,2023,5,2040-05-14,2040-05-14,Active,2025-06-02,8,17,N,0,,20014,0,233091.67,0,0,0,895072,N
POL0003361,CUST002532,PP08,RGN025,AGT0190,Sneha Balaji,3315709,60703,2018-05-17,2018-05-10,Q2,2018,5,2035-05-17,2035-05-17,Active,2025-04-10,7,17,Y,0,,10023,0,424921.0,0,0,0,424921,N
POL0003362,CUST000041,PP05,RGN035,AGT0040,Vishal Gupta,4430451,52198,2013-07-18,2013-07-18,Q3,2013,7,2019-07-18,2019-07-18,Matured,2018-06-22,5,6,N,60,,6425,0,260990.0,0,0,377754,260990,N
POL0003363,CUST005220,PP04,RGN008,AGT0234,Tanvi Srivastava,589096,61071,2018-11-02,2018-10-31,Q4,2018,11,2024-11-02,2024-11-02,Matured,2024-10-01,6,6,N,60,,10125,0,366426.0,0,0,581675,366426,N
POL0003364,CUST005564,PP03,RGN036,AGT0241,Nikhil Malhotra,471031,57839,2013-06-16,2013-06-12,Q2,2013,6,2023-06-16,2023-06-16,Matured,2023-04-25,10,10,N,60,,11205,0,578390.0,0,190333,639449,578390,N
POL0003365,CUST005242,PP08,RGN016,AGT0262,Geeta Sharma,344642,54857,2023-09-08,2023-09-06,Q3,2023,9,2047-09-08,2047-09-08,Active,2025-04-30,13,24,N,0,,6343,0,91428.33,1,0,0,713141,N
POL0003366,CUST006356,PP02,RGN012,AGT0163,Mohit Patel,1613234,48733,2015-12-12,2015-12-10,Q4,2015,12,2030-12-12,2030-12-12,Active,2025-04-23,11,15,Y,0,,8111,0,462963.5,0,0,0,536063,N
POL0003367,CUST008239,PP06,RGN012,AGT0060,Manoj Kulkarni,4978133,53867,2017-10-26,2017-10-25,Q4,2017,10,2044-10-26,2044-10-26,Active,2025-05-17,27,27,Y,0,,9209,0,412980.33,0,0,0,1454409,N
POL0003368,CUST006176,PP09,RGN046,AGT0078,Aditya Shetty,3910795,54807,2022-02-22,2022-02-17,Q1,2022,2,2036-02-22,2036-02-22,Active,2025-06-06,10,14,N,60,,5210,0,182690.0,0,0,0,548070,N
POL0003369,CUST008953,PP03,RGN039,AGT0153,Manoj Joshi,549757,109686,2013-12-09,2013-12-06,Q4,2013,12,2024-12-09,2024-12-09,Matured,2020-11-02,7,11,N,60,,16857,0,767802.0,0,0,1414850,767802,N
POL0003370,CUST002239,PP03,RGN021,AGT0154,Ravi Patel,6963579,60403,2023-11-30,2023-11-30,Q4,2023,11,2030-11-30,2030-11-30,Active,2025-06-22,6,7,N,60,,7048,0,95638.08,0,0,0,362418,N
POL0003371,CUST008633,PP10,RGN009,AGT0217,Rohit Krishnan,6312812,111496,2021-02-09,2021-02-08,Q1,2021,2,2037-02-09,2037-02-09,Active,2025-05-19,9,16,Y,0,,18657,0,483149.33,0,0,0,1003464,N
POL0003372,CUST005944,PP06,RGN002,AGT0225,Nandini Deshpande,640197,63955,2020-04-11,2020-04-10,Q2,2020,4,2051-04-11,2051-04-11,Active,2025-05-15,23,31,Y,0,,6478,0,330434.17,0,0,0,1470965,N
POL0003373,CUST008242,PP07,RGN013,AGT0216,Sarika Kapoor,2263668,49510,2014-09-25,2014-09-19,Q3,2014,9,2053-09-25,2053-09-25,Active,2025-04-30,24,39,Y,0,,8204,0,532232.5,0,0,0,1188240,N
POL0003374,CUST003798,PP09,RGN005,AGT0271,Swati Venkatesh,2361960,17681,2019-05-01,2019-04-24,Q2,2019,5,2028-05-01,2028-05-01,Active,2025-04-29,7,9,N,60,,2335,0,107559.42,0,25657,0,123767,N
POL0003375,CUST000838,PP01,RGN012,AGT0299,Aarav Tiwari,656912,21209,2024-03-07,2024-02-29,Q1,2024,3,2038-03-07,2038-03-07,Active,2025-05-31,6,14,N,0,,4015,0,26511.25,0,0,0,127254,N
POL0003376,CUST009060,PP01,RGN010,AGT0258,Gaurav Das,2858656,110338,2014-10-23,2014-10-23,Q4,2014,10,2027-10-23,2027-10-23,Active,2022-09-11,8,13,Y,0,,9185,0,882704.0,0,0,0,882704,N
POL0003377,CUST000335,PP08,RGN008,AGT0220,Mohit Mehta,659472,108408,2014-03-09,2014-03-05,Q1,2014,3,2033-03-09,2033-03-09,Active,2021-01-31,7,19,Y,0,,21200,0,758856.0,0,0,0,758856,N
POL0003378,CUST001425,PP03,RGN044,AGT0077,Lakshmi Jadhav,522280,50219,2019-12-24,2019-12-17,Q4,2019,12,2031-12-24,2031-12-24,Active,2025-05-26,8,12,N,60,,7508,0,276204.5,0,0,0,401752,N
POL0003379,CUST003485,PP02,RGN045,AGT0090,Sandeep Subramanian,1452715,113809,2018-02-26,2018-02-22,Q1,2018,2,2034-02-26,2034-02-26,Active,2024-01-26,6,16,Y,0,,15277,0,682854.0,0,0,0,682854,N
POL0003380,CUST003460,PP02,RGN044,AGT0171,Priya Patel,720680,91818,2014-03-11,2014-03-06,Q1,2014,3,2029-03-11,2029-03-11,Active,2020-02-08,6,15,Y,0,,12673,0,550908.0,0,0,0,550908,N
POL0003381,CUST000495,PP01,RGN048,AGT0072,Anil Menon,6363051,105583,2015-11-24,2015-11-21,Q4,2015,11,2031-11-24,2031-11-24,Active,2025-05-05,13,16,Y,0,,10193,0,1011837.08,0,0,0,1372579,N
POL0003382,CUST004682,PP03,RGN011,AGT0135,Vijay Srivastava,3079727,17630,2022-05-18,2022-05-13,Q2,2022,5,2039-05-18,2039-05-18,Lapsed,2025-01-02,8,17,N,60,,2136,0,47013.33,5,0,0,141040,N
POL0003383,CUST007980,PP09,RGN010,AGT0020,Ravi Menon,166811,20400,2019-09-14,2019-09-10,Q3,2019,9,2031-09-14,2031-09-14,Active,2024-08-18,5,12,N,60,,2606,0,102000.0,0,36150,0,102000,N
POL0003384,CUST001188,PP04,RGN001,AGT0207,Uday Kapoor,1783746,18447,2024-04-30,2024-04-29,Q2,2024,4,2029-04-30,2029-04-30,Active,2025-04-25,5,5,N,60,,1581,0,18447.0,2,0,0,92235,N
POL0003385,CUST008134,PP08,RGN050,AGT0294,Uday Malhotra,558055,55664,2011-04-16,2011-04-15,Q2,2011,4,2036-04-16,2036-04-16,Active,2025-01-02,22,25,Y,0,,5448,0,774657.33,3,0,0,1224608,N
POL0003386,CUST005104,PP09,RGN045,AGT0127,Priya Malhotra,5310124,61290,2024-02-10,2024-02-09,Q1,2024,2,2029-02-10,2029-02-10,Active,2025-06-04,5,5,N,60,,9076,0,81720.0,0,0,0,306450,N
POL0003387,CUST009347,PP03,RGN024,AGT0026,Harsha Naik,853242,20165,2018-08-01,2018-07-30,Q3,2018,8,2025-08-01,2025-08-01,Active,2023-07-06,5,7,N,60,,1620,0,100825.0,0,0,0,100825,N
POL0003388,CUST004074,PP02,RGN004,AGT0048,Manoj Rao,2200132,52042,2012-06-28,2012-06-25,Q2,2012,6,2030-06-28,2030-06-28,Active,2025-04-21,14,18,Y,0,,7057,0,676546.0,0,0,0,728588,N
POL0003389,CUST003952,PP08,RGN036,AGT0125,Meera Gupta,1400756,52490,2021-06-21,2021-06-14,Q2,2021,6,2037-06-21,2037-06-21,Active,2025-05-31,5,16,Y,0,,9097,0,209960.0,0,0,0,262450,N
POL0003390,CUST005225,PP06,RGN016,AGT0184,Meera Nair,820066,87532,2020-12-08,2020-12-08,Q4,2020,12,2056-12-08,2056-12-08,Active,2025-05-16,25,36,Y,0,,8243,0,393894.0,0,0,0,2188300,N
POL0003391,CUST007332,PP06,RGN050,AGT0102,Aryan Kumar,974822,92853,2016-12-27,2016-12-27,Q4,2016,12,2044-12-27,2044-12-27,Active,2025-05-14,22,28,Y,0,,16898,0,789250.5,0,0,0,2042766,N
POL0003392,CUST009648,PP02,RGN019,AGT0260,Shweta Verma,23093064,114311,2014-11-04,2014-10-31,Q4,2014,11,2029-11-04,2029-11-04,Active,2025-04-10,12,15,Y,0,,18800,0,1209791.42,0,0,0,1371732,Y
POL0003393,CUST007561,PP09,RGN019,AGT0250,Sarika Pillai,4764219,22197,2011-12-15,2011-12-12,Q4,2011,12,2017-12-15,2017-12-15,Matured,2016-11-18,5,6,N,60,,2341,0,110985.0,0,0,136350,110985,N
POL0003394,CUST004703,PP09,RGN001,AGT0162,Arjun Saxena,926796,19555,2010-08-27,2010-08-23,Q3,2010,8,2024-08-27,2024-08-27,Matured,2021-06-30,11,14,N,60,,1913,0,215105.0,0,0,257726,215105,N
POL0003395,CUST007892,PP03,RGN043,AGT0037,Sandeep Subramanian,2933898,56484,2011-05-19,2011-05-17,Q2,2011,5,2030-05-19,2030-05-19,Active,2021-03-27,10,19,N,60,,7500,0,564840.0,0,0,0,564840,N
POL0003396,CUST007101,PP08,RGN002,AGT0082,Geeta Hegde,1969329,22945,2013-03-01,2013-02-27,Q1,2013,3,2033-03-01,2033-03-01,Lapsed,2024-11-28,15,20,Y,0,,3832,0,273427.92,4,0,0,344175,N
POL0003397,CUST002377,PP06,RGN032,AGT0092,Amrita Rao,3656835,21982,2022-06-24,2022-06-19,Q2,2022,6,2049-06-24,2049-06-24,Active,2025-06-08,15,27,N,0,,4278,0,65946.0,0,0,0,329730,N
POL0003398,CUST006992,PP03,RGN004,AGT0262,Gaurav Kulkarni,1383049,48363,2017-03-23,2017-03-23,Q1,2017,3,2035-03-23,2035-03-23,Active,2025-05-10,18,18,N,60,,7250,0,398994.75,0,49682,0,870534,N
POL0003399,CUST007460,PP08,RGN040,AGT0008,Meera Krishnan,763763,20170,2016-08-18,2016-08-12,Q3,2016,8,2031-08-18,2031-08-18,Active,2025-05-03,11,15,Y,0,,2189,0,178168.33,0,0,0,221870,N
POL0003400,CUST004514,PP10,RGN048,AGT0018,Gaurav Pillai,1974419,58986,2015-01-22,2015-01-15,Q1,2015,1,2034-01-22,2034-01-22,Active,2025-04-29,16,19,Y,0,,10472,0,614437.5,0,0,0,943776,N
POL0003401,CUST004858,PP09,RGN020,AGT0094,Varun Deshpande,796209,51686,2020-07-03,2020-06-26,Q3,2020,7,2035-07-03,2035-07-03,Active,2025-03-09,8,15,N,60,,5443,0,245508.5,2,0,0,413488,N
POL0003402,CUST003158,PP09,,AGT0273,Sapna Iyer,632072,57176,2020-10-28,2020-10-24,Q4,2020,10,2031-10-28,2031-10-28,Lapsed,2025-01-05,10,11,N,60,,6269,0,242998.0,5,0,0,571760,Y
POL0003403,CUST008868,PP06,RGN022,AGT0011,Sandeep Mehta,279418,104443,2024-01-11,2024-01-06,Q1,2024,1,2062-01-11,2062-01-11,Active,2025-01-05,23,38,N,0,,17355,0,104443.0,5,0,0,2402189,N
POL0003404,CUST008978,PP02,RGN022,AGT0098,Siddharth Rajan,1198700,19666,2022-06-15,2022-06-13,Q2,2022,6,2039-06-15,2039-06-15,Active,2025-05-30,17,17,N,0,,3093,0,58998.0,0,0,0,334322,Y
POL0003405,CUST009196,PP03,RGN020,AGT0221,Deepak More,399603,61160,2019-10-16,2019-10-16,Q4,2019,10,2026-10-16,2026-10-16,Active,2025-05-17,7,7,N,60,,8246,0,346573.33,0,0,0,428120,N
POL0003406,CUST005550,PP03,RGN030,AGT0069,Manoj Chakraborty,1832258,64371,2016-08-03,2016-07-29,Q3,2016,8,2035-08-03,2035-08-03,Active,2025-04-18,17,19,N,60,,9684,0,568610.5,0,0,0,1094307,N
POL0003407,CUST003928,PP07,RGN025,AGT0044,Lakshmi Chaudhary,1882276,111422,2015-11-05,2015-11-02,Q4,2015,11,2049-11-05,2049-11-05,Active,2025-04-16,12,34,Y,0,,14034,0,1067794.17,0,0,0,1337064,N
POL0003408,CUST006211,PP01,RGN046,AGT0270,Meera Naik,4615772,20066,2012-12-01,2012-11-25,Q4,2012,12,2022-12-01,2022-12-01,Matured,2022-10-10,10,10,Y,0,,2086,0,200660.0,0,0,372536,200660,N
POL0003409,CUST002518,PP01,RGN039,AGT0259,Zara Patel,1164534,51086,2010-06-28,2010-06-23,Q2,2010,6,2020-06-28,2020-06-28,Matured,2018-05-17,8,10,Y,0,,7934,0,408688.0,0,0,649632,408688,N
POL0003410,CUST006554,PP06,RGN008,AGT0282,Pooja Tiwari,1482825,100499,2023-06-20,2023-06-19,Q2,2023,6,2056-06-20,2056-06-20,Active,2025-06-09,28,33,N,0,,19185,0,200998.0,0,0,0,2813972,N
POL0003411,CUST004563,PP03,RGN043,AGT0199,Anjali Hegde,3587834,21277,2011-07-17,2011-07-11,Q3,2011,7,2020-07-17,2020-07-17,Matured,2018-06-10,7,9,N,60,,3520,0,148939.0,0,0,393099,148939,N
POL0003412,CUST008554,PP02,RGN050,AGT0238,Vijay Sharma,352916,17340,2010-06-10,2010-06-05,Q2,2010,6,2025-06-10,2025-06-10,Matured,2024-03-28,14,15,Y,0,,2637,0,242760.0,0,0,345172,242760,N
POL0003413,CUST001081,PP08,RGN049,AGT0254,Priya Patel,277227,56678,2016-02-21,2016-02-19,Q1,2016,2,2031-02-21,2031-02-21,Active,2025-01-04,9,15,Y,0,,6787,0,510102.0,0,0,0,510102,N
POL0003414,CUST008278,PP05,RGN036,AGT0037,Vinod Reddy,1116814,54960,2017-08-08,2017-08-06,Q3,2017,8,2026-08-08,2026-08-08,Lapsed,2024-12-29,9,9,N,60,,8613,0,412200.0,4,62097,0,494640,N
POL0003415,CUST008872,PP05,RGN015,AGT0228,Nandini Malhotra,3274957,58210,2013-05-02,2013-05-02,Q2,2013,5,2023-05-02,2023-05-02,Matured,2023-03-11,10,10,N,60,,7468,0,582100.0,0,185238,939981,582100,N
POL0003416,CUST004255,PP01,RGN021,AGT0042,Yash Kulkarni,4501372,111283,2010-05-10,2010-05-09,Q2,2010,5,2021-05-10,2021-05-10,Matured,2019-03-24,9,11,Y,0,,15698,0,1001547.0,0,0,1819787,1001547,N
POL0003417,CUST001071,PP04,RGN015,AGT0040,Sarika Kulkarni,1108779,63262,2024-03-22,2024-03-22,Q1,2024,3,2033-03-22,2033-03-22,Active,2025-06-15,9,9,N,60,,12645,0,79077.5,0,0,0,569358,Y
POL0003418,CUST005753,PP08,RGN018,AGT0027,Isha Tiwari,654406,93553,2024-02-06,2024-02-02,Q1,2024,2,2049-02-06,2049-02-06,Lapsed,2025-05-31,18,25,N,0,,16805,0,124737.33,0,0,0,1683954,N
POL0003419,CUST001992,PP04,RGN016,AGT0147,Rohit Iyer,4757492,18260,2021-07-28,2021-07-21,Q3,2021,7,2027-07-28,2027-07-28,Active,2025-06-07,5,6,N,60,,1762,0,71518.33,0,0,0,91300,N
POL0003420,CUST002340,PP06,RGN003,AGT0033,Rohit Kumar,1168022,18889,2019-03-18,2019-03-13,Q1,2019,3,2058-03-18,2058-03-18,Active,2025-05-15,31,39,Y,0,,2006,0,118056.25,0,0,0,585559,N
POL0003421,CUST006025,PP03,RGN050,AGT0150,Poonam Verma,697673,50444,2016-12-19,2016-12-17,Q4,2016,12,2032-12-19,2032-12-19,Active,2022-11-18,6,16,N,60,,7000,0,302664.0,0,0,0,302664,N
POL0003422,CUST001730,PP01,RGN026,AGT0142,Priya Patil,1172443,62425,2019-11-26,2019-11-23,Q4,2019,11,2037-11-26,2037-11-26,Active,2025-05-28,8,18,Y,0,,8276,0,348539.58,0,0,0,499400,N
POL0003423,CUST003946,PP01,RGN014,AGT0156,Rahul Menon,2547726,18787,2022-07-26,2022-07-24,Q3,2022,7,2038-07-26,2038-07-26,Active,2025-06-10,14,16,N,0,,1788,0,54795.42,0,0,0,263018,N
POL0003424,CUST004976,PP07,RGN021,AGT0041,Neha Rajan,498726,86211,2022-09-23,2022-09-20,Q3,2022,9,2058-09-23,2058-09-23,Active,2025-06-09,32,36,N,0,,12670,0,237080.25,0,0,0,2758752,N
POL0003425,CUST004202,PP07,RGN027,AGT0100,Vinod Chaudhary,4836605,17859,2023-10-24,2023-10-19,Q4,2023,10,2044-10-24,2044-10-24,Active,2025-04-16,16,21,N,0,,3283,0,26788.5,2,0,0,285744,N
POL0003426,CUST006524,PP07,RGN038,AGT0069,Kritika Naik,429698,112762,2010-03-07,2010-03-06,Q1,2010,3,2042-03-07,2042-03-07,Active,2025-03-18,27,32,Y,0,,14472,0,1719620.5,0,0,0,3044574,N
POL0003427,CUST002456,PP06,RGN042,AGT0249,Manoj Kulkarni,403208,19573,2016-11-10,2016-11-08,Q4,2016,11,2040-11-10,2040-11-10,Active,2023-10-05,7,24,Y,0,,3702,0,137011.0,0,0,0,137011,N
POL0003428,CUST000003,PP07,RGN004,AGT0114,Zara Naik,3121027,105127,2018-06-01,2018-06-01,Q2,2018,6,2053-06-01,2053-06-01,Active,2025-04-25,35,35,Y,0,,10411,0,735889.0,0,0,0,3679445,N
POL0003429,CUST004807,PP09,RGN044,AGT0057,Prakash Joshi,512467,105293,2021-08-10,2021-08-03,Q3,2021,8,2036-08-10,2036-08-10,Active,2025-05-21,13,15,N,60,,18682,0,403623.17,0,0,0,1368809,N
POL0003430,CUST000020,PP09,RGN001,AGT0051,Varun Desai,1558441,114112,2018-08-12,2018-08-08,Q3,2018,8,2023-08-12,2023-08-12,Matured,2023-07-17,5,5,N,60,,13526,0,570560.0,0,175828,1447505,570560,N
POL0003431,CUST003364,PP04,RGN031,AGT0284,Divya Shah,1986030,110352,2017-05-05,2017-05-04,Q2,2017,5,2026-05-05,2026-05-05,Active,2025-04-23,9,9,N,60,,12118,0,892012.0,0,0,0,993168,N
POL0003432,CUST003435,PP03,RGN029,AGT0274,Harsha Dubey,1684970,88360,2023-07-03,2023-06-29,Q3,2023,7,2035-07-03,2035-07-03,Active,2025-05-23,12,12,N,60,,12311,0,169356.67,0,0,0,1060320,N
POL0003433,CUST001933,PP07,RGN031,AGT0102,Kritika Subramanian,3041079,113266,2010-12-17,2010-12-12,Q4,2010,12,2045-12-17,2045-12-17,Lapsed,2025-04-02,19,35,Y,0,,13968,0,1642357.0,0,0,0,2152054,N
POL0003434,CUST007611,PP03,RGN003,AGT0234,Divya Rajan,409482,52615,2022-10-17,2022-10-16,Q4,2022,10,2040-10-17,2040-10-17,Claimed-Other,2025-06-03,11,18,N,60,Maturity,6270,0,140306.67,0,0,0,578765,N
POL0003435,CUST003578,PP05,RGN044,AGT0121,Nandini Venkatesh,889136,110781,2014-04-11,2014-04-06,Q2,2014,4,2021-04-11,2021-04-11,Lapsed,2019-03-16,5,7,N,60,,13547,0,553905.0,0,0,0,553905,N
POL0003436,CUST004393,PP01,RGN016,AGT0238,Swati Iyer,775440,22282,2024-04-25,2024-04-23,Q2,2024,4,2038-04-25,2038-04-25,Active,2025-06-19,5,14,N,0,,2884,0,25995.67,0,0,0,111410,Y
POL0003437,CUST006482,PP07,RGN020,AGT0132,Arjun Rao,214369,63510,2023-01-11,2023-01-06,Q1,2023,1,2053-01-11,2053-01-11,Active,2025-05-30,8,30,N,0,,7145,0,153482.5,0,0,0,508080,N
POL0003438,CUST002201,PP10,RGN004,AGT0022,Vikram Patil,1014017,63938,2022-06-03,2022-06-02,Q2,2022,6,2036-06-03,2036-06-03,Active,2025-05-18,11,14,N,0,,6695,0,191814.0,0,0,0,703318,N
POL0003439,CUST009323,PP03,RGN045,AGT0250,Ananya Reddy,853617,50670,2019-11-28,2019-11-27,Q4,2019,11,2035-11-28,2035-11-28,Lapsed,2025-01-30,11,16,N,60,,8946,0,266017.5,4,0,0,557370,N
POL0003440,CUST005969,PP07,RGN028,AGT0270,Divya Shah,595816,53549,2012-08-17,2012-08-17,Q3,2012,8,2043-08-17,2043-08-17,Active,2020-07-06,8,31,Y,0,,8200,0,428392.0,0,0,0,428392,N
POL0003441,CUST008153,PP08,RGN020,AGT0178,Lakshmi Saxena,1115687,60822,2011-02-20,2011-02-13,Q1,2011,2,2026-02-20,2026-02-20,Active,2020-12-29,10,15,Y,0,,4999,0,608220.0,0,0,0,608220,N
POL0003442,CUST005001,PP04,RGN016,AGT0197,Manoj Shetty,1314777,20009,2011-05-25,2011-05-21,Q2,2011,5,2021-05-25,2021-05-25,Matured,2015-11-30,5,10,N,60,,2347,0,91707.92,5,0,117565,100045,N
POL0003443,CUST007644,PP03,RGN006,AGT0016,Nikhil Malhotra,2303050,114602,2022-10-10,2022-10-05,Q4,2022,10,2031-10-10,2031-10-10,Lapsed,2024-12-28,9,9,N,60,,22760,0,257854.5,5,0,0,1031418,N
POL0003444,CUST003369,PP02,RGN002,AGT0191,Lakshmi Srivastava,5449289,58372,2013-03-12,2013-03-07,Q1,2013,3,2029-03-12,2029-03-12,Active,2025-04-08,16,16,Y,0,,7705,0,715057.0,0,0,0,933952,N
POL0003445,CUST007257,PP03,RGN038,AGT0208,Priya Patil,787809,63918,2018-06-26,2018-06-20,Q2,2018,6,2036-06-26,2036-06-26,Active,2025-05-20,14,18,N,60,,9319,0,447426.0,0,0,0,894852,N
POL0003446,CUST000388,PP08,RGN044,AGT0278,Meera Naik,1925828,54695,2014-02-22,2014-02-22,Q1,2014,2,2029-02-22,2029-02-22,Active,2021-01-16,7,15,Y,0,,4974,0,382865.0,0,0,0,382865,N
POL0003447,CUST006103,PP07,RGN027,AGT0018,Karan More,5073750,61166,2010-04-12,2010-04-08,Q2,2010,4,2047-04-12,2047-04-12,Active,2018-03-01,8,37,Y,0,,10455,0,489328.0,0,0,0,489328,N
