customer_id,customer_name,phone_number,gender,marital_status,income,income_band,occupation,occupation_risk,age_at_entry,preferred_language,region_id
CUST001912,Vishal Pillai,7941209447,Male,Single,146857,Low,Farmer,Medium,40,Hindi,RGN040
CUST001913,Sapna Desai,9269032655,Male,Married,282979,Low,Driver,High,35,Kannada,RGN021
CUST001914,Sunita Nair,6327617948,Female,Married,4616033,High,Doctor,Low,55,Telugu,RGN019
CUST001915,Santosh Chaudhary,6245598516,Female,Single,980666,Upper-Middle,Business Owner,Medium,18,Hindi,RGN005
CUST001916,Vikram Iyer,6211915891,Male,Married,244015,Low,Farmer,Medium,28,Hindi,RGN009
CUST001917,Siddharth Rajan,7686498647,Male,Single,493452,Middle,Software Engineer,Low,36,Telugu,RGN018
CUST001918,Shruti Dubey,9862376008,Female,Married,272167,Low,Farmer,Medium,18,Hindi,RGN027
CUST001919,Harsha Kapoor,8474083781,Male,Widowed,2936566,High,Doctor,Low,35,Kannada,RGN022
CUST001920,Pradeep Naik,6907499216,Male,Single,2350836,High,Software Engineer,Low,57,Hindi,RGN013
CUST001921,Sneha Kulkarni,8006983692,Female,Single,112017,Low,Front Desk Executive,Low,38,Telugu,RGN020
CUST001922,Swati Nair,7534848647,Male,Married,618381,Middle,Software Engineer,Low,40,Hindi,RGN026
CUST001923,Aryan Menon,6821398654,Male,Married,205541,Low,Front Desk Executive,Low,22,Hindi,RGN050
CUST001924,Pradeep Kapoor,9220212372,Female,Married,1040182,Upper-Middle,Software Engineer,Low,30,Hindi,RGN027
CUST001925,Pooja Joshi,6550330000,Male,Single,93046,Low,Farmer,Medium,33,Hindi,RGN014
CUST001926,Poonam Malhotra,9346739190,Female,Married,378693,Middle,Teacher,Low,34,Hindi,RGN047
CUST001927,Pradeep Shah,6889911416,Female,Married,157603,Low,Hardware Technician,Medium,53,Hindi,RGN044
CUST001928,Mohit Venkatesh,6091692327,Female,Widowed,2221380,High,Software Engineer,Low,44,Hindi,RGN015
CUST001929,Varun Mishra,7798979060,Female,Single,329069,Middle,Front Desk Executive,Low,24,Hindi,RGN015
CUST001930,Meera Subramanian,8481867463,Female,Single,216251,Low,Driver,High,40,Kannada,RGN022
CUST001931,Priya Desai,6009984336,Female,Married,777918,Middle,Business Owner,Medium,43,Oriya,RGN032
CUST001932,Vishal Bose,6137118151,Male,Married,260058,Low,Farmer,Medium,51,Hindi,RGN011
CUST001933,Zara Chaudhary,8458294203,Male,Married,1416869,Upper-Middle,Software Engineer,Low,56,Oriya,RGN031
CUST001934,Deepak Deshpande,8015353466,Male,Married,308810,Middle,Teacher,Low,25,Hindi,RGN049
CUST001935,Isha Dubey,6756999449,Male,Married,247836,Low,Driver,High,28,Hindi,RGN005
CUST001936,Vishal Chakraborty,8667201082,Male,Married,572082,Middle,Teacher,Low,22,Hindi,RGN015
CUST001937,Suresh Jadhav,8028182238,Male,Married,247638,Low,Farmer,Medium,35,Hindi,RGN027
CUST001938,Gaurav Hegde,9940262085,Male,Divorced,335863,Middle,Driver,High,43,Hindi,RGN009
CUST001939,Siddharth Iyer,6745273536,Female,Married,923789,Upper-Middle,Doctor,Low,49,Kannada,RGN022
CUST001940,Lakshmi Gowda,8235700412,Male,Single,1470501,Upper-Middle,Software Engineer,Low,37,Hindi,RGN049
CUST001941,Kunal Rao,6828518161,Male,Married,1054957,Upper-Middle,Software Engineer,Low,34,Hindi,RGN010
CUST001942,Shruti Saxena,7559046100,Male,Married,524392,Middle,Real Estate Agent,Medium,39,Telugu,RGN019
CUST001943,Arjun Pillai,9923046600,Male,Single,144453,Low,Driver,High,27,Kannada,RGN022
CUST001944,Nikhil Deshpande,6283827101,Female,Married,298253,Low,Teacher,Low,63,Hindi,RGN009
CUST001945,Nikhil Naik,7329615120,Female,Divorced,172084,Low,Driver,High,18,Hindi,RGN035
CUST001946,Prakash Deshpande,8850766534,Male,Married,1292928,Upper-Middle,Software Engineer,Low,40,Hindi,RGN002
CUST001947,Sapna Sharma,8604227634,Male,Married,2504583,High,Business Owner,Medium,62,Hindi,RGN045
CUST001948,Sneha Nair,9019153057,Female,Married,1796245,Upper-Middle,Business Owner,Medium,38,Hindi,RGN011
CUST001949,Ravi Chakraborty,7472435861,Male,Married,349000,Middle,Business Owner,Medium,35,Hindi,RGN014
CUST001950,Sanjay Deshpande,9682251272,Male,Married,1681090,Upper-Middle,Business Owner,Medium,33,Hindi,RGN030
CUST001951,Meera Hegde,9708666562,Male,Widowed,1758226,Upper-Middle,Software Engineer,Low,35,Hindi,RGN030
CUST001952,Ramesh Menon,7419768784,Male,Married,1121901,Upper-Middle,Software Engineer,Low,54,Oriya,RGN032
CUST001953,Arjun Patel,8771290350,Male,Single,441249,Middle,Software Engineer,Low,18,Hindi,RGN050
CUST001954,Vikram Tripathi,6618489742,Male,Married,364766,Middle,Teacher,Low,56,Hindi,RGN027
CUST001955,Akash Das,7354340466,Female,Married,99111,Low,Farmer,Medium,20,Hindi,RGN005
CUST001956,Bhavna Srivastava,7121564952,Male,Married,300001,Middle,Driver,High,34,Hindi,RGN015
CUST001957,Nikhil Tiwari,8492064411,Male,Divorced,1282377,Upper-Middle,Software Engineer,Low,32,Hindi,RGN010
CUST001958,Santosh Iyer,6973881827,Male,Married,343570,Middle,Teacher,Low,45,Hindi,RGN042
CUST001959,Swati Patel,7063435948,Female,Married,197997,Low,Driver,High,18,Hindi,RGN008
CUST001960,Rohit Singh,7188496806,Female,Divorced,1236072,Upper-Middle,Software Engineer,Low,43,Hindi,RGN027
CUST001961,Lakshmi Patil,9405110212,Female,Widowed,287759,Low,Farmer,Medium,62,Hindi,RGN003
CUST001962,Santosh Tiwari,8434123016,Female,Married,219737,Low,Driver,High,21,Hindi,RGN049
CUST001963,Aarav Balaji,6498603721,Male,Single,1218192,Upper-Middle,Software Engineer,Low,40,Hindi,RGN012
CUST001964,Suresh More,9003203197,Female,Married,884039,Upper-Middle,Software Engineer,Low,30,Hindi,RGN026
CUST001965,Rajesh Kumar,6114003471,Male,Married,1101367,Upper-Middle,Software Engineer,Low,43,Hindi,RGN038
CUST001966,Anil Menon,7171978601,Male,Married,443271,Middle,Real Estate Agent,Medium,38,Kannada,RGN022
CUST001967,Pooja Verma,9259084194,Male,Single,427286,Middle,Teacher,Low,30,Hindi,RGN003
CUST001968,Uday Naik,9855011375,Female,Married,1058020,Upper-Middle,Software Engineer,Low,43,Hindi,RGN046
CUST001969,Meera Hegde,7582107288,Female,Married,568101,Middle,Teacher,Low,59,Tamil,RGN023
CUST001970,Sapna Verma,9807279037,Female,Married,301646,Middle,Driver,High,35,Hindi,RGN005
CUST001971,Zara Desai,6616088197,Male,Divorced,1884073,Upper-Middle,Software Engineer,Low,46,Hindi,RGN043
CUST001972,Ravi Subramanian,7239964771,Male,Married,196847,Low,Farmer,Medium,22,Hindi,RGN035
CUST001973,Sapna Tripathi,7753076810,Male,Single,219808,Low,Teacher,Low,26,Hindi,RGN046
CUST001974,Vishal Subramanian,7480855780,Male,Widowed,2205349,High,Business Owner,Medium,43,Hindi,RGN029
CUST001975,Ramesh Rajan,6244323622,Male,Married,294514,Low,Teacher,Low,55,Hindi,RGN034
CUST001976,Swati Shetty,6690696857,Male,Married,796411,Middle,Real Estate Agent,Medium,42,Hindi,RGN036
CUST001977,Tanvi Venkatesh,8670675169,Male,Married,1631650,Upper-Middle,Software Engineer,Low,34,Hindi,RGN039
CUST001978,Amrita Malhotra,6395215016,Male,Divorced,226005,Low,Hardware Technician,Medium,37,Tamil,RGN023
CUST001979,Manoj Tiwari,8261070335,Female,Married,121897,Low,Driver,High,22,Hindi,RGN040
CUST001980,Poonam Chakraborty,6842431983,Male,Married,299494,Low,Driver,High,45,Hindi,RGN025
CUST001981,Divya Balaji,7484813004,Male,Married,853230,Upper-Middle,Business Owner,Medium,48,Hindi,RGN014
CUST001982,Ravi Shah,6691053021,Male,Married,1948625,Upper-Middle,Software Engineer,Low,32,Hindi,RGN015
CUST001983,Rekha Shetty,8167586463,Male,Single,236295,Low,Driver,High,32,Hindi,RGN008
CUST001984,Pradeep Joshi,9777226602,Male,Married,1423002,Upper-Middle,Software Engineer,Low,41,Oriya,RGN031
CUST001985,Anil Gowda,6147642789,Female,Single,413890,Middle,Teacher,Low,32,Hindi,RGN044
CUST001986,Ravi Pandey,9157385512,Female,Married,451014,Middle,Hardware Technician,Medium,37,Hindi,RGN007
CUST001987,Aryan Krishnan,6775123959,Female,Married,1843429,Upper-Middle,Doctor,Low,63,Hindi,RGN014
CUST001988,Anil Mehta,9815542609,Male,Single,234477,Low,Front Desk Executive,Low,35,Hindi,RGN009
CUST001989,Neha Rao,9236024465,Male,Single,1143108,Upper-Middle,Real Estate Agent,Medium,33,Hindi,RGN049
CUST001990,Uday Krishnan,8677205171,Male,Married,2033538,High,Software Engineer,Low,30,Hindi,RGN047
CUST001991,Rekha Gowda,6730871564,Female,Married,162533,Low,Driver,High,46,Hindi,RGN028
CUST001992,Vikram Das,9837031754,Female,Married,2213009,High,Business Owner,Medium,35,Hindi,RGN016
CUST001993,Prakash Nair,7802741485,Male,Single,204945,Low,Driver,High,30,Hindi,RGN040
CUST001994,Shweta Krishnan,9260292546,Female,Married,1566097,Upper-Middle,Software Engineer,Low,53,Hindi,RGN001
CUST001995,Anil Patel,9272884076,Male,Married,311095,Middle,Driver,High,55,Hindi,RGN025
CUST001996,Sneha Agarwal,9420763271,Male,Single,179243,Low,Driver,High,30,Hindi,RGN049
CUST001997,Kritika Reddy,7538676259,Female,Married,3498297,High,Business Owner,Medium,18,Hindi,RGN015
CUST001998,Kritika Deshpande,7386879060,Male,Single,1656741,Upper-Middle,Software Engineer,Low,50,Hindi,RGN045
CUST001999,Santosh Reddy,8886932055,Female,Single,2060051,High,Software Engineer,Low,29,Hindi,RGN049
CUST002000,Aryan Chaudhary,7405089273,Male,Married,657052,Middle,Teacher,Low,47,Hindi,RGN043
CUST002001,Nikhil Venkatesh,9159764053,Male,Married,899037,Upper-Middle,Real Estate Agent,Medium,18,Hindi,RGN013
CUST002002,Vikram Bose,8670789775,Female,Married,2267225,High,Software Engineer,Low,48,Tamil,RGN023
CUST002003,Rajesh Tripathi,84261XXXXX,Female,Single,1304528,Upper-Middle,Software Engineer,Low,23,Tamil,RGN023
CUST002004,Prakash Mehta,7168739774,Female,Single,537596,Middle,Real Estate Agent,Medium,46,Kannada,RGN021
CUST002005,Harsha Gowda,7227111757,Male,Widowed,521517,Middle,Teacher,Low,38,Hindi,RGN015
CUST002006,Amrita Krishnan,9917162042,Male,Divorced,833089,Upper-Middle,Real Estate Agent,Medium,26,Hindi,RGN026
CUST002007,Sarika Jadhav,8144869830,Female,Divorced,104970,Low,Farmer,Medium,33,Hindi,RGN008
CUST002008,Sneha Verma,8216903922,Male,Single,173503,Low,Driver,High,46,Hindi,RGN004
CUST002009,Shruti Tripathi,6269801426,Male,Married,216126,Low,Hardware Technician,Medium,39,Telugu,RGN017
CUST002010,Ananya Venkatesh,8710680177,Female,Married,608592,Middle,Software Engineer,Low,45,Hindi,RGN036
CUST002011,Kritika Pillai,6316370500,Male,Married,934088,Upper-Middle,Software Engineer,Low,61,Hindi,RGN048
CUST002012,Rekha Joshi,8933267244,Female,Married,1573490,Upper-Middle,Software Engineer,Low,19,Hindi,RGN050
CUST002013,Shweta Hegde,9931729476,Female,Single,254232,Low,Teacher,Low,57,Hindi,RGN030
CUST002014,Divya Agarwal,7808390654,Female,Single,366387,Middle,Teacher,Low,39,Hindi,RGN039
CUST002015,Nandini Mehta,6259985193,Male,Divorced,154893,Low,Driver,High,27,Hindi,RGN042
CUST002016,Aarav Mishra,7272728129,Female,Married,858293,Upper-Middle,Business Owner,Medium,22,Hindi,RGN048
CUST002017,Prakash Chaudhary,6635049602,Female,Widowed,464116,Middle,Hardware Technician,Medium,35,Hindi,RGN035
CUST002018,Suresh Gowda,9676527284,Male,Married,1351101,Upper-Middle,Doctor,Low,49,Hindi,RGN041
CUST002019,Ananya Tiwari,8397499507,Female,Married,767822,Middle,Software Engineer,Low,36,Hindi,RGN047
CUST002020,Karan Kulkarni,6886406756,Female,Single,481646,Middle,Real Estate Agent,Medium,56,Hindi,RGN003
CUST002021,Bhavna Rao,6208019290,Male,Married,2882469,High,Software Engineer,Low,20,Hindi,RGN043
CUST002022,Pradeep Hegde,7215439044,Male,Married,2637675,High,Software Engineer,Low,37,Hindi,RGN009
CUST002023,Geeta Naik,6932253332,Female,Married,512429,Middle,Business Owner,Medium,22,Kannada,RGN022
CUST002024,Poonam Chaudhary,6235102555,Male,Married,328033,Middle,Driver,High,42,Hindi,RGN025
CUST002025,Vishal Mishra,6193545036,Female,Single,102621,Low,Farmer,Medium,48,Telugu,RGN017
CUST002026,Lakshmi Naik,8393332436,Male,Married,2711436,High,Doctor,Low,32,Hindi,RGN012
CUST002027,Priya Subramanian,7962080598,Female,Single,546948,Middle,Teacher,Low,18,Tamil,RGN023
CUST002028,Divya Balaji,7124412907,Female,Married,1193525,Upper-Middle,Software Engineer,Low,40,Hindi,RGN029
CUST002029,Shruti Chaudhary,8965999201,Female,Married,2724346,High,Business Owner,Medium,43,Hindi,RGN007
CUST002030,Aditya Rao,7376317749,Female,Married,461548,Middle,Real Estate Agent,Medium,42,Hindi,RGN046
CUST002031,Pooja Singh,8421062941,Female,Married,3992930,High,Doctor,Low,52,Hindi,RGN001
CUST002032,Vijay Reddy,7759192267,Male,Married,875000,Upper-Middle,Business Owner,Medium,25,Hindi,RGN039
CUST002033,Sunil Tripathi,6317536264,Female,Single,742863,Middle,Real Estate Agent,Medium,46,Hindi,RGN048
CUST002034,Anil Pillai,9528646120,Female,Married,884109,Upper-Middle,Software Engineer,Low,52,Hindi,RGN040
CUST002035,Kritika Kapoor,9173009928,Male,Married,305516,Middle,Driver,High,18,Telugu,RGN017
CUST002036,Rohit Verma,8524032115,Male,Married,829121,Upper-Middle,Software Engineer,Low,41,Hindi,RGN009
CUST002037,Tanvi Venkatesh,7550514321,Male,Married,2543407,High,Doctor,Low,31,Hindi,RGN033
CUST002038,Swati Sharma,6430877972,Female,Married,1081956,Upper-Middle,Software Engineer,Low,37,Hindi,RGN030
CUST002039,Divya Kumar,8792542218,Female,Married,399803,Middle,Driver,High,42,Hindi,RGN015
CUST002040,Nandini Bose,7458192048,Male,Married,177297,Low,Farmer,Medium,32,Hindi,RGN001
CUST002041,Arjun Gowda,9706769333,Female,Single,279714,Low,Hardware Technician,Medium,29,Hindi,RGN045
CUST002042,Nandini Reddy,7998651590,Female,Married,136326,Low,Farmer,Medium,38,Hindi,RGN027
CUST002043,Priya Gowda,7578464085,Female,Single,110869,Low,Farmer,Medium,24,Hindi,RGN036
CUST002044,Sanjay Saxena,8883825672,Male,Married,2151337,High,Business Owner,Medium,24,Tamil,RGN024
CUST002045,Tanvi Kapoor,9208467292,Male,Single,193304,Low,Farmer,Medium,46,Hindi,RGN005
CUST002046,Aryan Agarwal,8435519628,Male,Single,978875,Upper-Middle,Pilot,High,24,Hindi,RGN026
CUST002047,Zara Deshpande,7225018256,Female,Single,235122,Low,Farmer,Medium,45,Hindi,RGN041
CUST002048,Bhavna Verma,74728XXXXX,Female,Married,913979,Upper-Middle,Doctor,Low,43,Hindi,RGN029
CUST002049,Shweta Gupta,6122341499,Male,Married,760654,Middle,Software Engineer,Low,18,Kannada,RGN022
CUST002050,Zara Mehta,7900966270,Male,Married,182169,Low,Hardware Technician,Medium,29,Hindi,RGN010
CUST002051,Poonam Das,7660450956,Male,Widowed,2428295,High,Pilot,High,52,Telugu,RGN017
CUST002052,Rajesh Agarwal,7217400391,Female,Married,214144,Low,Driver,High,26,Kannada,RGN022
CUST002053,Prakash Pandey,6193353892,Male,Single,3574108,High,Business Owner,Medium,32,Hindi,RGN025
CUST002054,Aarav Patel,8515888636,Male,Married,1095657,Upper-Middle,Software Engineer,Low,43,Hindi,RGN014
CUST002055,Ramesh Venkatesh,6608277056,Female,Married,2671489,High,Business Owner,Medium,47,Hindi,RGN039
CUST002056,Aditya Chaudhary,8616076264,Female,Married,1857650,Upper-Middle,Software Engineer,Low,34,Hindi,RGN049
CUST002057,Lakshmi Das,7850095372,Male,Single,1589592,Upper-Middle,Business Owner,Medium,30,Hindi,RGN040
CUST002058,Rahul Jadhav,7461762313,Female,Married,2162722,High,Software Engineer,Low,55,Hindi,RGN049
CUST002059,Anjali Reddy,7610944164,Male,Married,218696,Low,Hardware Technician,Medium,58,Hindi,RGN037
CUST002060,Anil Joshi,7316544137,Female,Married,151036,Low,Farmer,Medium,49,Telugu,RGN018
CUST002061,Aditi Malhotra,7776857606,Male,Single,558794,Middle,Teacher,Low,39,Tamil,RGN023
CUST002062,Rohit Joshi,7494290461,Female,Married,215867,Low,Driver,High,28,Hindi,RGN012
CUST002063,Amrita Shah,9551887017,Female,Single,1434696,Upper-Middle,Software Engineer,Low,28,Hindi,RGN050
CUST002064,Pradeep Malhotra,7242024837,Male,Widowed,2795628,High,Doctor,Low,44,Hindi,RGN039
CUST002065,Aarav Reddy,8441723456,Female,Married,148788,Low,Driver,High,43,Hindi,RGN038
CUST002066,Aditi Subramanian,8386947902,Female,Married,1007813,Upper-Middle,Software Engineer,Low,54,Hindi,RGN036
CUST002067,Geeta Chakraborty,8485362689,Female,Married,1251861,Upper-Middle,Real Estate Agent,Medium,45,Oriya,RGN031
CUST002068,Aditya Venkatesh,6472386410,Female,Single,137645,Low,Farmer,Medium,19,Hindi,RGN029
CUST002069,Akash Gowda,6953855742,Male,Married,700824,Middle,Business Owner,Medium,50,Hindi,RGN036
CUST002070,Sarika Nair,6643599009,Female,Divorced,4526401,High,Doctor,Low,26,Hindi,RGN029
CUST002071,Harsha Malhotra,7781460476,Male,Married,2464991,High,Business Owner,Medium,33,Hindi,RGN039
CUST002072,Sarika Menon,6437884437,Male,Married,1419226,Upper-Middle,Real Estate Agent,Medium,41,Hindi,RGN037
CUST002073,Sarika Pillai,6661875646,Male,Single,452369,Middle,Teacher,Low,61,Hindi,RGN001
CUST002074,Suresh Saxena,7184011845,Male,Married,1307401,Upper-Middle,Software Engineer,Low,65,Hindi,RGN041
CUST002075,Shweta Kumar,8899002772,Other,Married,480182,Middle,Real Estate Agent,Medium,45,Hindi,RGN049
CUST002076,Lakshmi Gupta,6084507860,Male,Married,723523,Middle,Real Estate Agent,Medium,35,Hindi,RGN043
CUST002077,Zara Venkatesh,8356605033,Female,Married,287449,Low,Driver,High,44,Tamil,RGN023
CUST002078,Gaurav Jadhav,9469833067,Male,Single,667684,Middle,Software Engineer,Low,48,Telugu,RGN018
CUST002079,Rohit Gowda,9306718222,Female,Divorced,774131,Middle,Business Owner,Medium,34,Telugu,RGN017
CUST002080,Kunal Gupta,9679419087,Male,Single,1277817,Upper-Middle,Software Engineer,Low,59,Hindi,RGN007
CUST002081,Sunil Shetty,9538590673,Male,Married,1240525,Upper-Middle,Software Engineer,Low,40,Hindi,RGN009
CUST002082,Sunita Chaudhary,9342898760,Female,Married,265335,Low,Driver,High,43,Hindi,RGN007
CUST002083,Bhavna Patel,8504922170,Female,Married,1971479,Upper-Middle,Doctor,Low,45,Hindi,RGN008
CUST002084,Manoj Shah,8861867066,Male,Divorced,1362987,Upper-Middle,Software Engineer,Low,43,Hindi,RGN036
CUST002085,Uday Mishra,7201629073,Female,Married,163176,Low,Farmer,Medium,48,Hindi,RGN008
CUST002086,Harsha Das,7891982718,Female,Divorced,2009371,High,Business Owner,Medium,30,Oriya,RGN032
CUST002087,Lakshmi Patil,7653371708,Male,Married,1118367,Upper-Middle,Software Engineer,Low,31,Hindi,RGN048
CUST002088,Aditi Kumar,9494269420,Male,Married,1390631,Upper-Middle,Software Engineer,Low,24,Hindi,RGN028
CUST002089,Lakshmi Bose,7983135490,Female,Married,152773,Low,Teacher,Low,43,Hindi,RGN004
CUST002090,Deepak Kumar,6459967069,Female,Single,151461,Low,Front Desk Executive,Low,47,Hindi,RGN046
CUST002091,Santosh Rao,7195873054,Male,Divorced,329394,Middle,Teacher,Low,43,Hindi,RGN008
CUST002092,Tanvi Verma,7438843021,Male,Single,3856653,High,Business Owner,Medium,58,Hindi,RGN037
CUST002093,Gaurav Verma,9816780664,Male,Married,2776293,High,Software Engineer,Low,37,Hindi,RGN033
CUST002094,Meera Shetty,7158901649,Male,Married,368249,Middle,Driver,High,46,Hindi,RGN045
CUST002095,Rajesh Kumar,7666144942,Female,Married,841984,Upper-Middle,Business Owner,Medium,24,Hindi,RGN008
CUST002096,Rekha Shetty,6926407030,Male,Married,2459697,High,Software Engineer,Low,33,Hindi,RGN039
CUST002097,Uday Desai,6817262829,Female,Married,646903,Middle,Business Owner,Medium,46,Hindi,RGN040
CUST002098,Yash Verma,9824485007,Female,Married,904735,Upper-Middle,Software Engineer,Low,48,Tamil,RGN024
CUST002099,Sunita Subramanian,7889592741,Male,Married,1986421,Upper-Middle,Business Owner,Medium,34,Hindi,RGN038
CUST002100,Sunita Bose,6680691961,Male,Single,163595,Low,Front Desk Executive,Low,37,Oriya,RGN032
CUST002101,Meera Desai,7766208082,Male,Married,75577,Low,Farmer,Medium,19,Hindi,RGN046
CUST002102,Rohit Deshpande,6391702634,Male,Married,791980,Middle,Doctor,Low,33,Hindi,RGN012
CUST002103,Suresh Jadhav,8435962458,Female,Married,2846429,High,Software Engineer,Low,48,Kannada,RGN021
CUST002104,Arjun Chakraborty,9012042425,Female,Married,113117,Low,Front Desk Executive,Low,44,Hindi,RGN012
CUST002105,Prakash Das,7690912375,Female,Single,160344,Low,Farmer,Medium,44,Hindi,RGN026
CUST002106,Anjali Saxena,7028497603,Male,Married,149200,Low,Hardware Technician,Medium,38,Hindi,RGN010
CUST002107,Pooja Subramanian,9702436524,Female,Married,267627,Low,Teacher,Low,38,Telugu,RGN018
CUST002108,Rajesh Shah,6553648187,Male,Married,348593,Middle,Hardware Technician,Medium,30,Hindi,RGN049
CUST002109,Vikram Naik,8403648821,Female,Married,1348825,Upper-Middle,Business Owner,Medium,46,Oriya,RGN031
CUST002110,Deepak Rao,8977385466,Male,Married,424061,Middle,Teacher,Low,43,Hindi,RGN045
CUST002111,Harsha Shah,7323606679,Female,Widowed,193385,Low,Front Desk Executive,Low,43,Hindi,RGN003
CUST002112,Kunal Naik,9491259497,Male,Married,2578409,High,Software Engineer,Low,31,Hindi,RGN005
CUST002113,Sapna Pandey,7204298622,Male,Married,201432,Low,Driver,High,18,Hindi,RGN050
CUST002114,Ramesh Menon,9992066617,Male,Married,82107,Low,Farmer,Medium,51,Oriya,RGN031
CUST002115,Nikhil Krishnan,9235699929,Female,Married,1161915,Upper-Middle,Software Engineer,Low,32,Hindi,RGN033
CUST002116,Kavya Deshpande,7358768877,Female,Married,463630,Middle,Software Engineer,Low,27,Telugu,RGN020
CUST002117,Tanvi Shetty,9925604134,Female,Married,481970,Middle,Teacher,Low,46,Hindi,RGN035
CUST002118,Aditi Tripathi,7084931539,Male,Widowed,112259,Low,Farmer,Medium,33,Hindi,RGN034
CUST002119,Sneha Rao,7912260001,Female,Married,1217705,Upper-Middle,Business Owner,Medium,50,Hindi,RGN011
CUST002120,Nikhil Sharma,8407629143,Female,Single,157639,Low,Driver,High,45,Hindi,RGN035
CUST002121,Prakash Mehta,6491341038,Female,Married,241755,Low,Farmer,Medium,46,Hindi,RGN049
CUST002122,Aditya Venkatesh,9528720998,Male,Single,256714,Low,Teacher,Low,21,Hindi,RGN037
CUST002123,Sunita Das,9564224059,Female,Single,144115,Low,Farmer,Medium,52,Hindi,RGN012
CUST002124,Varun Joshi,7082353097,Female,Married,979843,Upper-Middle,Software Engineer,Low,41,Hindi,RGN012
CUST002125,Rajesh Hegde,9691948962,Male,Married,2284203,High,Business Owner,Medium,33,Hindi,RGN004
CUST002126,Harsha Kapoor,6568201753,Female,Married,667354,Middle,Real Estate Agent,Medium,39,Hindi,RGN042
CUST002127,Sunil Desai,6796618695,Male,Married,366555,Middle,Teacher,Low,18,Hindi,RGN004
CUST002128,Aryan Srivastava,9240434741,Male,Married,2360028,High,Software Engineer,Low,42,Hindi,RGN011
CUST002129,Rekha Chakraborty,7531379561,Female,Single,3079500,High,Business Owner,Medium,25,Kannada,RGN021
CUST002130,Nikhil Gupta,6077732175,Male,Married,296593,Low,Driver,High,21,Hindi,RGN011
CUST002131,Gaurav Hegde,6361920259,Male,Single,1685365,Upper-Middle,Software Engineer,Low,19,Tamil,RGN023
CUST002132,Divya Shetty,6938733703,Female,Single,1403245,Upper-Middle,Software Engineer,Low,51,Telugu,RGN018
CUST002133,Aditya Pillai,8244474890,Female,Married,337957,Middle,Teacher,Low,30,Telugu,RGN019
CUST002134,Arjun Kulkarni,8760786235,Female,Single,720733,Middle,Real Estate Agent,Medium,56,Hindi,RGN041
CUST002135,Nandini Desai,6076519170,Female,Married,1533736,Upper-Middle,Software Engineer,Low,31,Hindi,RGN034
CUST002136,Gaurav Dubey,8173289514,Female,Married,543540,Middle,Business Owner,Medium,18,Hindi,RGN002
CUST002137,Gaurav Gupta,8634091858,Male,Married,439695,Middle,Real Estate Agent,Medium,24,Tamil,RGN023
CUST002138,Geeta Balaji,6558115744,Male,Single,2063109,High,Software Engineer,Low,52,Hindi,RGN041
CUST002139,Vinod Singh,9539160770,Male,Married,1758446,Upper-Middle,Software Engineer,Low,36,Hindi,RGN033
CUST002140,Rekha Mishra,6409304541,Female,Single,1918464,Upper-Middle,Business Owner,Medium,31,Telugu,RGN019
CUST002141,Aditya Singh,8039822180,Male,Married,2561612,High,Business Owner,Medium,39,Hindi,RGN035
CUST002142,Neha Chakraborty,7966203858,Female,Married,557213,Middle,Real Estate Agent,Medium,44,Hindi,RGN027
CUST002143,Lakshmi Hegde,9407880265,Female,Married,157629,Low,Front Desk Executive,Low,51,Hindi,RGN040
CUST002144,Aditi Das,7951646933,Female,Married,188557,Low,Driver,High,55,Kannada,RGN022
CUST002145,Arjun Iyer,,Male,Married,1896869,Upper-Middle,Software Engineer,Low,33,Oriya,RGN031
CUST002146,Aarav Sharma,8088067089,Male,Married,312085,Middle,Teacher,Low,22,Hindi,RGN007
CUST002147,Neha Venkatesh,9092019918,Male,Married,2416007,High,Software Engineer,Low,33,Hindi,RGN037
CUST002148,Anil Subramanian,8311326611,Female,Married,2754950,High,Software Engineer,Low,41,Oriya,RGN031
CUST002149,Rekha Tiwari,8848580526,Male,Married,136548,Low,Front Desk Executive,Low,26,Hindi,RGN030
CUST002150,Nikhil Joshi,7211960472,Male,Married,348329,Middle,Driver,High,26,Hindi,RGN013
CUST002151,Kunal Joshi,7053970774,Female,Married,733747,Middle,Real Estate Agent,Medium,42,Hindi,RGN027
CUST002152,Kritika Menon,8447082317,Male,Married,428925,Middle,Hardware Technician,Medium,37,Hindi,RGN043
CUST002153,Ramesh Mehta,6461995394,Female,Married,256202,Low,Driver,High,38,Hindi,RGN035
CUST002154,Zara Deshpande,9766262359,Male,Single,674313,Middle,Software Engineer,Low,28,Hindi,RGN037
CUST002155,Aditya Joshi,9053026184,Female,Single,2766846,High,Doctor,Low,35,Hindi,RGN029
CUST002156,Lakshmi Balaji,6257870368,Female,Married,2796999,High,Business Owner,Medium,26,Hindi,RGN001
CUST002157,Sanjay Shah,9050630663,Female,Single,4529190,High,Pilot,High,48,Hindi,RGN041
CUST002158,Sandeep Joshi,9050281640,Female,Single,351979,Middle,Driver,High,50,Hindi,RGN003
CUST002159,Anjali Menon,6039091203,Female,Single,2672799,High,Software Engineer,Low,18,Hindi,RGN045
CUST002160,Kritika Nair,6252094523,Male,Married,1277308,Upper-Middle,Software Engineer,Low,26,Kannada,RGN022
CUST002161,Anjali Shah,9597953192,Male,Married,1057901,Upper-Middle,Software Engineer,Low,20,Hindi,RGN030
